Customer Name,Customer Id,Billing Address Country,CITY,Zip,Gateway,Net Sale,Total Tax,Total Price Usd,Sum of Order Number,Product Type
Lira Posse,1,United States,HIALEAH,18130,shopify_payments,$507,50.713,557.843,3556,Running Shoes
Wilmar McGruar,1,United States,AUGUSTA,18105,paypal,$567,56.713,623.843,1554,Running Shoes
Fraze Dudny,1,United States,GAINESVILLE,18087,shopify_payments,$497,49.713,546.843,6467,Walking Shoes
Marci Braxton,1,United States,PLANO,18083,shopify_payments,$650,65.033,715.363,112,Walking Shoes
Willa Samwyse,1,United States,BIRMINGHAM,17982,amazon_payments,$486,48.553,534.083,5516,Climbing Shoes
Torrie Drissell,1,United States,GARDEN GROVE,17957,shopify_payments,$539,53.913,593.043,2192,Gift Card
Rosalinde Manuele,1,United States,ERIE,17956,paypal,$537,53.713,590.843,1348,Tennis Shoes
Roma Bleasdale,1,United States,JEFFERSONVILLE,17954,amazon_payments,$518,51.753,569.283,989,Walking Shoes
Dagny Yesipov,1,United States,MOUNTAIN VIEW,17940,shopify_payments,$497,49.713,546.843,1844,Cycling Shoes
Hephzibah Farrey,1,United States,SAN DIEGO,17937,shopify_payments,$639,63.913,703.043,5240,Gift Card
Cherish Walkington,1,United States,WASHINGTON,17931,gift_card,$486,48.553,534.083,6567,Cycling Shoes
Clo Craft,1,United States,AURORA,17928,shopify_payments,$537,53.713,590.843,6731,Climbing Shoes
Gabriella Dovidian,1,United States,WASHINGTON,17905,shopify_payments,$527,52.713,579.843,1034,Running Shoes
Adiana Savery,1,United States,CAMDEN,17883,gift_card,$518,51.753,569.283,7322,Running Shoes
Mariska Karpeev,1,United States,GILBERT,17869,shopify_payments,$505,50.513,555.643,629,Running Shoes
Hettie Pedersen,1,United States,JACKSONVILLE,17857,gift_card,$615,61.513,676.643,4605,Running Shoes
Lockwood Danilishin,1,United States,ALLENTOWN,17856,gift_card,$585,58.513,643.643,524,Walking Shoes
Abbey Rontree,1,United States,PATERSON,17849,shopify_payments,$507,50.713,557.843,3608,Running Shoes
Say Truesdale,1,United States,SAN FRANCISCO,17844,paypal,$665,66.513,731.643,5872,Tennis Shoes
Alexandre Jatczak,1,United States,NEW HAVEN,17833,shopify_payments,$674,67.433,741.763,4106,Cycling Shoes
Nikolaus Wiltshier,1,United States,HARTFORD,17817,shopify_payments,$555,55.513,610.643,3507,Walking Shoes
Kerby Bransdon,1,United States,SHAWNEE MISSION,17807,shopify_payments,$562,56.233,618.563,7169,Cycling Shoes
Sharline Erasmus,1,United States,AMARILLO,17785,paypal,$497,49.713,546.843,177,Tennis Shoes
Kass Simacek,1,United States,SALT LAKE CITY,17781,paypal,$564,56.393,620.323,2754,Walking Shoes
Matthieu Crosham,1,United States,SANTA CRUZ,17774,shopify_payments,$703,70.313,773.443,4219,Running Shoes
Bogart Idell,1,United States,NEWPORT NEWS,17771,paypal,$497,49.713,546.843,7094,Tennis Shoes
Royce Jeynes,1,United States,DELRAY BEACH,17770,paypal,$745,74.473,819.203,947,Running Shoes
Haleigh Lilford,1,United States,FULLERTON,17769,shopify_payments,$596,59.593,655.523,6075,Running Shoes
Tonnie Parrett,1,United States,NEWPORT NEWS,17763,shopify_payments,$535,53.513,588.643,2446,Running Shoes
Sebastian Chalice,1,United States,NAPLES,17744,shopify_payments,$518,51.753,569.283,7267,Climbing Shoes
Audrey Bashford,1,United States,BOSTON,17733,paypal,$486,48.553,534.083,6618,Running Shoes
Henderson Tribe,1,United States,SAINT PAUL,17730,shopify_payments,$518,51.753,569.283,2659,Running Shoes
Ahmad Mower,1,United States,KANSAS CITY,17704,paypal,$537,53.713,590.843,738,Running Shoes
Vita Geering,1,United States,ZEPHYRHILLS,17704,shopify_payments,$937,93.713,1030.843,4664,Cycling Shoes
Thomasa Jeaneau,1,United States,MILWAUKEE,17681,shopify_payments,$518,51.753,569.283,7189,Running Shoes
Krisha Holsey,1,United States,NORTH LITTLE ROCK,17674,amazon_payments,$588,58.793,646.723,1934,Climbing Shoes
Candis Derbyshire,1,United States,NEW YORK CITY,17671,amazon_payments,$555,55.513,610.643,5302,Climbing Shoes
Vale Lutwyche,1,United States,KANSAS CITY,17636,gift_card,$517,51.713,568.843,2244,Walking Shoes
Bear Boothebie,1,United States,MIAMI,17630,shopify_payments,$575,57.513,632.643,5748,Running Shoes
Dominick Currey,1,United States,NORTH HOLLYWOOD,17600,shopify_payments,$635,63.513,698.643,3838,Tennis Shoes
Shayna Collingworth,1,United States,CINCINNATI,17598,gift_card,$518,51.753,569.283,4555,Tennis Shoes
Skyler Cowern,1,United States,HOUSTON,17592,shopify_payments,$548,54.793,602.723,7133,Cycling Shoes
Vanya Matoshin,1,United States,LOS ANGELES,17590,shopify_payments,$605,60.513,665.643,4878,Tennis Shoes
Artie Deex,1,United States,LIMA,17580,gift_card,$635,63.513,698.643,1014,Cycling Shoes
Louise Huddleston,1,United States,LYNN,17559,shopify_payments,$527,52.713,579.843,6551,Running Shoes
Bord Ruddoch,1,United States,HOUSTON,17555,shopify_payments,$605,60.513,665.643,5606,Tennis Shoes
Luke Life,1,United States,MIAMI,17529,shopify_payments,$588,58.793,646.723,2711,Climbing Shoes
Molli Mathes,1,United States,GAINESVILLE,17514,shopify_payments,$518,51.753,569.283,2997,Cycling Shoes
Evered Slocum,1,United States,KILLEEN,17507,gift_card,$510,50.953,560.483,3585,Running Shoes
Hermon Elward,1,United States,MOBILE,17499,paypal,$635,63.513,698.643,2662,Tennis Shoes
Hugh Seywood,1,United States,WEST PALM BEACH,17494,amazon_payments,$555,55.513,610.643,4663,Walking Shoes
Michael Godlonton,1,United States,HARTFORD,17489,shopify_payments,$539,53.913,593.043,6687,Gift Card
Lloyd Manners,1,United States,CHARLOTTE,17483,paypal,$527,52.713,579.843,1765,Tennis Shoes
Clayton Wenden,1,United States,SAN DIEGO,17471,shopify_payments,$502,50.153,551.683,609,Walking Shoes
Reggi Querree,1,United States,FORT WAYNE,17470,shopify_payments,$518,51.753,569.283,3060,Climbing Shoes
Filippa Buzine,1,United States,LAKEWOOD,17443,shopify_payments,$518,51.753,569.283,1670,Tennis Shoes
Freddy Chasmer,1,United States,KANSAS CITY,17434,shopify_payments,$605,60.513,665.643,2120,Walking Shoes
Denny Stilgoe,1,United States,CANTON,17429,shopify_payments,$625,62.513,687.643,7397,Running Shoes
Thane Earlam,1,United States,FRANKFORT,17424,shopify_payments,$527,52.713,579.843,2288,Running Shoes
Dorey Drinkhill,1,United States,HOUSTON,17369,shopify_payments,$566,56.613,622.743,243,Cycling Shoes
Brinna Yarrington,1,United States,BROOKLYN,17317,paypal,$502,50.153,551.683,6466,Tennis Shoes
Miof mela Sivyour,1,United States,CHARLOTTE,17290,paypal,$567,56.713,623.843,1632,Flip-Flops
Nikolia Furse,1,United States,OKLAHOMA CITY,17284,manual,$517,51.713,568.843,3564,Tennis Shoes
Auguste Bluett,1,United States,CORPUS CHRISTI,17267,shopify_payments,$666,66.633,732.963,4153,Tennis Shoes
Roseanna Crang,1,United States,EL PASO,17251,shopify_payments,$439,43.913,483.043,147,Tennis Shoes
Saxe Willshere,1,United States,WASHINGTON,17224,manual,$540,53.993,593.923,1319,Sandals
Cate Peregrine,1,United States,DURHAM,17219,paypal,$537,53.713,590.843,6628,Running Shoes
Katharina Pashan,1,United States,CHICAGO,17191,shopify_payments,$518,51.753,569.283,2996,Running Shoes
Dmitri Cantle,1,United States,PRESCOTT,17188,paypal,$671,67.113,738.243,3745,Walking Shoes
Jobie Simnor,1,United States,BALTIMORE,17188,gift_card,$625,62.513,687.643,3713,Running Shoes
Sidney Gascoyne,1,United States,PITTSBURGH,17178,shopify_payments,$649,64.873,713.603,4406,Tennis Shoes
Tova Montel,1,United States,DETROIT,17171,gift_card,$490,49.013,539.143,1640,Tennis Shoes
Brunhilda Thorsby,1,United States,CHICAGO,17163,shopify_payments,$517,51.713,568.843,228,Running Shoes
Burch Spilsbury,1,United States,MONTICELLO,17156,gift_card,$505,50.513,555.643,1468,Running Shoes
Trudi Shildrick,1,United States,AMARILLO,17142,gift_card,$733,73.313,806.443,6918,Cycling Shoes
Chaddy Faragher,1,United States,DALLAS,17117,shopify_payments,$635,63.513,698.643,3417,Running Shoes
Freddie Dyott,1,United States,DETROIT,17114,shopify_payments,$663,66.313,729.443,2072,Sandals
Matilda McCrow,1,United States,DES MOINES,17097,shopify_payments,$439,43.913,483.043,6980,Tennis Shoes
Bibi Straker,1,United States,SANTA BARBARA,17070,shopify_payments,$653,65.313,718.443,4642,Tennis Shoes
Kevin Riseborough,1,United States,ARLINGTON,17070,shopify_payments,$588,58.793,646.723,3412,Cycling Shoes
Maryjane Liggens,1,United States,RICHMOND,17066,shopify_payments,$522,52.243,574.673,531,Running Shoes
Julita Roeby,1,United States,PITTSBURGH,17028,paypal,$510,50.953,560.483,6729,Tennis Shoes
Karrah Wohler,1,United States,EL PASO,17012,paypal,$483,48.263,530.893,1367,Tennis Shoes
Farris Enevold,1,United States,DENVER,17006,shopify_payments,$518,51.753,569.283,3342,Walking Shoes
Flory Rzehor,1,United States,LONG BEACH,16995,shopify_payments,$510,50.953,560.483,1955,Running Shoes
Laird Myles,1,United States,WILMINGTON,16975,shopify_payments,$552,55.193,607.123,7280,Walking Shoes
Janie Lissaman,1,United States,ORLANDO,16968,gift_card,$518,51.753,569.283,429,Running Shoes
Stefa Brok,1,United States,WHITE PLAINS,16967,shopify_payments,$556,55.613,611.743,5854,Cycling Shoes
Lesly Perutto,1,United States,AIKEN,16940,paypal,$517,51.713,568.843,5207,Tennis Shoes
Averil Creigan,1,United States,SAN ANTONIO,16930,shopify_payments,$537,53.713,590.843,4242,Cycling Shoes
Lyman McGurn,1,United States,DENVER,16907,shopify_payments,$612,61.193,673.123,7216,Tennis Shoes
Susie Benninck,1,United States,CORPUS CHRISTI,16895,manual,$537,53.713,590.843,4897,Tennis Shoes
Darrelle Gason,1,United States,KANSAS CITY,16887,shopify_payments,$513,51.263,563.893,6846,Cycling Shoes
Ophelia Broz,1,United States,HOUSTON,16880,shopify_payments,$518,51.753,569.283,3850,Cycling Shoes
Bobinette Spittall,1,United States,ANDERSON,16855,shopify_payments,$737,73.673,810.403,5322,Running Shoes
Maxie Cousens,1,United States,DECATUR,16807,shopify_payments,$625,62.513,687.643,4314,Running Shoes
Gerri Benneyworth,1,United States,KANSAS CITY,16788,shopify_payments,$625,62.513,687.643,2492,Cycling Shoes
Reid Chantler,1,United States,EL PASO,16768,paypal,$510,50.953,560.483,4677,Walking Shoes
Sela Waring,1,United States,SYRACUSE,16749,paypal,$556,55.593,611.523,756,Tennis Shoes
Tad O'Leagham,1,United States,PANAMA CITY,16748,shopify_payments,$486,48.553,534.083,5796,Cycling Shoes
Shelagh Petrasek,1,United States,WICHITA,16721,gift_card,$586,58.613,644.743,5686,Running Shoes
Rory Woodroffe,1,United States,SAN FRANCISCO,16715,shopify_payments,$645,64.463,709.093,3684,Tennis Shoes
Camel Giuroni,1,United States,NEWARK,16692,gift_card,$598,59.753,657.283,5472,Boots
Guillema Deniset,1,United States,ALEXANDRIA,16687,shopify_payments,$596,59.593,655.523,1853,Tennis Shoes
Pattie Goodchild,1,United States,CLEARWATER,16665,shopify_payments,$439,43.913,483.043,3703,Tennis Shoes
Rebecka Piddlesden,1,United States,LITTLE ROCK,16665,shopify_payments,$610,61.033,671.363,3260,Cycling Shoes
Francisca Handrek,1,United States,LINCOLN,16650,paypal,$518,51.753,569.283,6462,Tennis Shoes
Dorolice Auguste,1,United States,PEORIA,16629,shopify_payments,$588,58.793,646.723,4190,Running Shoes
Leoine Drohan,1,United States,OAKLAND,16581,shopify_payments,$497,49.713,546.843,4158,Tennis Shoes
Everard MacGuigan,1,United States,ELMIRA,16543,amazon_payments,$497,49.713,546.843,1204,Walking Shoes
Josee Dowles,1,United States,ALPHARETTA,16538,shopify_payments,$506,50.553,556.083,5857,Walking Shoes
Cooper Ick,1,United States,WILMINGTON,16530,paypal,$497,49.713,546.843,1294,Running Shoes
Olympe Reddings,1,United States,TAMPA,16520,paypal,$527,52.713,579.843,6673,Tennis Shoes
Curtis Hilbourne,1,United States,MEMPHIS,16499,shopify_payments,$527,52.713,579.843,3765,Climbing Shoes
Elicia Forre,1,United States,SALT LAKE CITY,16482,shopify_payments,$657,65.663,722.293,6984,Walking Shoes
Hinda Sexton,1,United States,EL PASO,16463,shopify_payments,$478,47.813,525.943,651,Cycling Shoes
Madlin Marrable,1,United States,RALEIGH,16432,shopify_payments,$507,50.713,557.843,1359,Tennis Shoes
Lucien Dahlberg,1,United States,HOUSTON,16421,paypal,$537,53.713,590.843,1083,Running Shoes
Ddene Thake,1,United States,PEORIA,16416,shopify_payments,$517,51.713,568.843,15,Tennis Shoes
Babita Cockayme,1,United States,HOUSTON,16414,shopify_payments,$555,55.513,610.643,3390,Walking Shoes
Anette Prin,1,United States,SIOUX FALLS,16406,gift_card,$502,50.153,551.683,4601,Cycling Shoes
Valaria Ebbotts,1,United States,WASHINGTON,16383,shopify_payments,$486,48.553,534.083,2546,Running Shoes
Naoma Dand,1,United States,FORT WAYNE,16372,paypal,$537,53.713,590.843,6093,Tennis Shoes
Toinette Langthorn,1,United States,YOUNGSTOWN,16370,shopify_payments,$537,53.713,590.843,3137,Tennis Shoes
Leia Bythway,1,United States,SAINT LOUIS,16362,gift_card,$658,65.833,724.163,1051,Tennis Shoes
Devlen Vaisey,1,United States,PHOENIX,16350,shopify_payments,$733,73.313,806.443,1710,Cycling Shoes
Lyda Yegorkov,1,United States,LOUISVILLE,16343,shopify_payments,$650,65.033,715.363,2663,Running Shoes
Gerhardine D'Emanuele,1,United States,KANSAS CITY,16328,shopify_payments,$518,51.753,569.283,2043,Walking Shoes
Chelsey Faulds,1,United States,LINCOLN,16296,shopify_payments,$658,65.833,724.163,3373,Running Shoes
Ursula Hammerstone,1,United States,BROOKLYN,16290,paypal,$483,48.263,530.893,3143,Tennis Shoes
Elora Stringfellow,1,United States,MILWAUKEE,16285,shopify_payments,$625,62.513,687.643,4514,Tennis Shoes
Kerstin Lathy,1,United States,COLORADO SPRINGS,16261,shopify_payments,$595,59.513,654.643,1665,Running Shoes
Hillie Witchard,1,United States,BUFFALO,16222,shopify_payments,$537,53.713,590.843,6943,Tennis Shoes
Quillan Benfield,1,United States,LAS VEGAS,16215,paypal,$597,59.723,656.953,4333,Tennis Shoes
Leigh Boniface,1,United States,SAN JOSE,16211,paypal,$588,58.793,646.723,652,Running Shoes
Carma Dearnley,1,United States,TACOMA,16210,shopify_payments,$557,55.713,612.843,3590,Tennis Shoes
Penelope Onians,1,United States,NORWALK,16204,paypal,$486,48.553,534.083,2915,Running Shoes
Lilli Greenroyd,1,United States,TAMPA,16202,shopify_payments,$537,53.713,590.843,1337,Running Shoes
Leandra Loisi,1,United States,PHOENIX,16186,shopify_payments,$517,51.713,568.843,2338,Sandals
Hodge Skone,1,United States,ORLANDO,16173,gift_card,$596,59.593,655.523,3392,Running Shoes
Doe Springham,1,United States,DENVER,16171,shopify_payments,$518,51.753,569.283,1797,Running Shoes
Kelsi Styant,1,United States,BIRMINGHAM,16161,amazon_payments,$697,69.673,766.403,1586,Walking Shoes
Melinda Thornham,1,United States,CORONA,16156,shopify_payments,$821,82.113,903.243,1882,Cycling Shoes
Cordie Maddicks,1,United States,CORPUS CHRISTI,16135,gift_card,$626,62.633,688.963,3089,Cycling Shoes
Janina Files,1,United States,DALLAS,16124,gift_card,$527,52.713,579.843,194,Cycling Shoes
Janek Kapelhof,1,United States,CHULA VISTA,16121,amazon_payments,$497,49.713,546.843,1593,Running Shoes
Kare Radden,1,United States,DANBURY,16117,shopify_payments,$518,51.753,569.283,686,Running Shoes
Ralph Jovasevic,1,United States,SAN ANTONIO,16102,shopify_payments,$542,54.153,595.683,2629,Running Shoes
Emmott Skeermer,1,United States,UTICA,16095,shopify_payments,$518,51.753,569.283,5332,Cycling Shoes
Revkah Duignan,1,United States,NEW YORK CITY,16082,gift_card,$588,58.793,646.723,5579,Running Shoes
Kain Bavister,1,United States,SOUTH BEND,16080,paypal,$537,53.713,590.843,341,Tennis Shoes
Stacee Burchfield,1,United States,OKLAHOMA CITY,16066,shopify_payments,$631,63.113,694.243,3884,Cycling Shoes
Estell Forrester,1,United States,SAINT AUGUSTINE,16062,shopify_payments,$497,49.713,546.843,6553,Cycling Shoes
Vyky De Moreno,1,United States,PHILADELPHIA,16056,shopify_payments,$510,50.953,560.483,5236,Running Shoes
Michell Piken,1,United States,FARGO,16032,paypal,$537,53.713,590.843,5126,Flip-Flops
Lori Oris,1,United States,MOBILE,16024,shopify_payments,$517,51.713,568.843,7066,Climbing Shoes
Hale Hitcham,1,United States,SOUTH BEND,16021,paypal,$532,53.193,585.123,4545,Running Shoes
Rasia Janson,1,United States,GLENDALE,16004,shopify_payments,$518,51.753,569.283,1175,Climbing Shoes
Borden Lamasna,1,United States,ATLANTA,15974,gift_card,$483,48.263,530.893,7073,Cycling Shoes
Chev Daughtrey,1,United States,BIRMINGHAM,15955,shopify_payments,$486,48.553,534.083,4811,Tennis Shoes
Kally Kissock,1,United States,ARLINGTON,15926,amazon_payments,$486,48.553,534.083,7290,Running Shoes
Jsandye Crosser,1,United States,ATHENS,15921,shopify_payments,$674,67.353,740.883,507,Cycling Shoes
Agnella Scottini,1,United States,SALT LAKE CITY,15914,shopify_payments,$537,53.713,590.843,2080,Boots
Pen Kulvear,1,United States,PROVIDENCE,15868,paypal,$497,49.713,546.843,1729,Tennis Shoes
Matthaeus Vaen,1,United States,HARTFORD,15820,paypal,$518,51.753,569.283,2142,Running Shoes
Wain Deveril,1,United States,CARLSBAD,15816,shopify_payments,$537,53.713,590.843,3040,Cycling Shoes
Honor Donneely,1,United States,DALLAS,15785,paypal,$537,53.713,590.843,2655,Tennis Shoes
Nonnah Cullimore,1,United States,HARRISBURG,15776,shopify_payments,$723,72.313,795.443,6946,Running Shoes
Nellie Delaprelle,1,United States,DES MOINES,15754,shopify_payments,$517,51.713,568.843,7202,Walking Shoes
Rockwell Demetr,1,United States,SPRING,15741,paypal,$635,63.513,698.643,7378,Running Shoes
Matthus Samett,1,United States,CHARLOTTE,15733,shopify_payments,$673,67.273,740.003,1040,Cycling Shoes
Bernarr Strahan,1,United States,MONTICELLO,15732,shopify_payments,$829,82.913,912.043,5329,Walking Shoes
Dyanne Blaksley,1,United States,ALHAMBRA,15719,gift_card,$537,53.713,590.843,4529,Tennis Shoes
Hendrik Deem,1,United States,COLORADO SPRINGS,15708,shopify_payments,$537,53.713,590.843,6936,Tennis Shoes
Charlotte Cotterel,1,United States,VALLEY FORGE,15703,gift_card,$518,51.753,569.283,148,Running Shoes
Cristie Benesevich,1,United States,BONITA SPRINGS,15700,shopify_payments,$513,51.263,563.893,2973,Tennis Shoes
Malachi Haisell,1,United States,ASHEVILLE,15680,shopify_payments,$572,57.193,629.123,2422,Tennis Shoes
Brendan Mercik,1,United States,MELBOURNE,15651,paypal,$527,52.713,579.843,126,Climbing Shoes
Jamie Barbier,1,United States,TRENTON,15620,shopify_payments,$552,55.163,606.793,649,Climbing Shoes
Lexie Blacktin,1,United States,PHILADELPHIA,15617,shopify_payments,$510,50.953,560.483,3363,Walking Shoes
Adela Garbar,1,United States,FORT LAUDERDALE,15567,shopify_payments,$497,49.713,546.843,7227,Walking Shoes
Yvor Worthington,1,United States,LAFAYETTE,15564,gift_card,$556,55.613,611.743,2398,Walking Shoes
Roselle Scorah,1,United States,CLEARWATER,15562,gift_card,$487,48.713,535.843,4059,Clogs
Howie Churchyard,1,United States,PHILADELPHIA,15548,shopify_payments,$703,70.313,773.443,1217,Running Shoes
Natividad Gligorijevic,1,United States,NEWARK,15540,shopify_payments,$497,49.713,546.843,2061,Running Shoes
Berenice Aggett,1,United States,DES MOINES,15535,paypal,$518,51.753,569.283,6192,Running Shoes
Olivero Beves,1,United States,TOPEKA,15534,shopify_payments,$517,51.713,568.843,6399,Walking Shoes
Gracia Assiter,1,United States,ALEXANDRIA,15516,shopify_payments,$625,62.513,687.643,579,Tennis Shoes
Loren Tebbe,1,United States,FORT WAYNE,15516,shopify_payments,$595,59.513,654.643,3064,Running Shoes
Kariotta Fagence,1,United States,MADISON,15504,shopify_payments,$502,50.153,551.683,4527,Tennis Shoes
Tally Etty,1,United States,WICHITA,15496,shopify_payments,$507,50.713,557.843,2178,Flip-Flops
Chanda O'Fogerty,1,United States,WACO,15448,amazon_payments,$510,50.953,560.483,1910,Walking Shoes
Land Thew,1,United States,JACKSONVILLE,15436,gift_card,$518,51.753,569.283,5059,Running Shoes
Ameline Shafier,1,United States,COLUMBUS,15434,shopify_payments,$537,53.713,590.843,4750,Tennis Shoes
Alayne Arney,1,United States,PEORIA,15388,paypal,$537,53.713,590.843,5122,Tennis Shoes
Konrad Joreau,1,United States,BRADENTON,15376,paypal,$537,53.713,590.843,4491,Tennis Shoes
Agnella Safont,1,United States,SOUTH LAKE TAHOE,15370,shopify_payments,$605,60.513,665.643,444,Cycling Shoes
Sinclair Kinnin,1,United States,MILWAUKEE,15370,shopify_payments,$564,56.393,620.323,6906,Tennis Shoes
Burtie Worsam,1,United States,COLORADO SPRINGS,15368,amazon_payments,$588,58.793,646.723,2677,Climbing Shoes
Mirabella Drioli,1,United States,PEORIA,15355,shopify_payments,$537,53.713,590.843,6344,Climbing Shoes
Velvet Ricardet,1,United States,MOBILE,15355,shopify_payments,$517,51.713,568.843,7147,Tennis Shoes
Harry Claige,1,United States,COLUMBUS,15331,shopify_payments,$635,63.513,698.643,7283,Tennis Shoes
Leonelle Schumacher,1,United States,NEW YORK CITY,15285,shopify_payments,$596,59.593,655.523,1794,Running Shoes
Diahann Bengtsson,1,United States,YOUNGSTOWN,15278,shopify_payments,$539,53.913,593.043,762,Gift Card
Saxon Varley,1,United States,CLEARWATER,15271,shopify_payments,$510,50.953,560.483,4890,Walking Shoes
Gallard Camber,1,United States,LAWRENCEVILLE,15262,shopify_payments,$537,53.713,590.843,3767,Running Shoes
Reena Rois,1,United States,OMAHA,15262,paypal,$537,53.713,590.843,7167,Running Shoes
Enriqueta New,1,United States,MIAMI,15246,paypal,$510,50.953,560.483,2461,Running Shoes
Jamaal Spick,1,United States,TUCSON,15239,shopify_payments,$564,56.393,620.323,4768,Walking Shoes
Rand Focke,1,United States,DETROIT,15219,shopify_payments,$497,49.713,546.843,1096,Walking Shoes
Gordy Geere,1,United States,FORT WORTH,15206,shopify_payments,$564,56.393,620.323,5617,Walking Shoes
Eugen Carwithim,1,United States,HOUSTON,15205,shopify_payments,$518,51.753,569.283,6490,Running Shoes
Hyacinthie Van Ross,1,United States,HUNTINGTON,15189,paypal,$497,49.713,546.843,60,Tennis Shoes
Chiarra Elnough,1,United States,SCOTTSDALE,15184,gift_card,$537,53.713,590.843,3272,Running Shoes
Baillie Bearblock,1,United States,TUCSON,15177,shopify_payments,$801,80.113,881.243,2869,Walking Shoes
Blondelle Birchill,1,United States,TAMPA,15166,amazon_payments,$635,63.513,698.643,4774,Walking Shoes
Lorene Ryce,1,United States,SCOTTSDALE,15149,paypal,$537,53.713,590.843,1174,Tennis Shoes
Rodina Lotte,1,United States,BROOKLYN,15127,paypal,$821,82.113,903.243,6538,Running Shoes
Guy Waters,1,United States,SYRACUSE,15123,shopify_payments,$556,55.593,611.523,5725,Tennis Shoes
Mathias Hargerie,1,United States,LEXINGTON,15116,shopify_payments,$527,52.713,579.843,5974,Cycling Shoes
Bogart Biaggetti,1,United States,MAPLE PLAIN,15075,shopify_payments,$564,56.393,620.323,5269,Walking Shoes
Abran Bigmore,1,United States,BERKELEY,15058,gift_card,$504,50.413,554.543,6124,Running Shoes
Rupert Stowers,1,United States,JAMAICA,15049,shopify_payments,$527,52.713,579.843,84,Climbing Shoes
Noni Redhead,1,United States,TUCSON,15046,shopify_payments,$527,52.713,579.843,7204,Running Shoes
Linet Antonias,1,United States,MINNEAPOLIS,15036,shopify_payments,$527,52.713,579.843,1855,Tennis Shoes
Barris Cantos,1,United States,NASHVILLE,15035,shopify_payments,$747,74.663,821.293,2323,Cycling Shoes
Krissie Guile,1,United States,ALBANY,15034,paypal,$467,46.713,513.843,1015,Boy's
Ginevra Wintle,1,United States,FLUSHING,15027,shopify_payments,$625,62.513,687.643,5776,Cycling Shoes
Valentia Chesney,1,United States,SALINAS,15012,paypal,$507,50.713,557.843,3788,Running Shoes
Shawn Balazin,1,United States,BOSTON,15010,shopify_payments,$517,51.713,568.843,1417,Walking Shoes
Penrod Jahnig,1,United States,TACOMA,14955,shopify_payments,$831,83.113,914.243,384,Tennis Shoes
Cello Levis,1,United States,AMARILLO,14949,shopify_payments,$537,53.713,590.843,6145,Running Shoes
Selia Wileman,1,United States,PENSACOLA,14939,paypal,$517,51.713,568.843,7407,Tennis Shoes
Venus Sedworth,1,United States,GLENDALE,14924,gift_card,$626,62.633,688.963,692,Walking Shoes
Korella Smorfit,1,United States,JAMAICA,14914,gift_card,$507,50.713,557.843,842,Cycling Shoes
Blakelee Wegner,1,United States,RICHMOND,14882,shopify_payments,$658,65.833,724.163,1035,Tennis Shoes
Everett Giovanitti,1,United States,WASHINGTON,14870,shopify_payments,$537,53.713,590.843,5057,Climbing Shoes
Judith Wareing,1,United States,AKRON,14869,shopify_payments,$625,62.513,687.643,2635,Running Shoes
Fred Broggetti,1,United States,CHICAGO,14825,gift_card,$582,58.153,639.683,5353,Jackets
Normy Swales,1,United States,NAPLES,14815,shopify_payments,$507,50.713,557.843,4889,Running Shoes
Mirabelle Lowdiane,1,United States,LAKE CHARLES,14808,shopify_payments,$527,52.713,579.843,986,Running Shoes
Romonda Filoniere,1,United States,LOS ANGELES,14807,gift_card,$486,48.553,534.083,1424,Running Shoes
Tonnie Turk,1,United States,TOLEDO,14786,shopify_payments,$502,50.153,551.683,3867,Walking Shoes
Eleanor Dufaire,1,United States,LOS ANGELES,14768,shopify_payments,$486,48.553,534.083,4713,Cycling Shoes
Sada Birney,1,United States,NEW ORLEANS,14760,shopify_payments,$537,53.713,590.843,6789,Running Shoes
Jemimah Crowter,1,United States,NEW YORK CITY,14756,paypal,$529,52.913,582.043,3875,Boy's
Giacobo Abbate,1,United States,BATON ROUGE,14720,shopify_payments,$497,49.713,546.843,62,Cycling Shoes
Wyatt Cundict,1,United States,MODESTO,14714,gift_card,$518,51.753,569.283,1129,Running Shoes
Kathrine Dewane,1,United States,ZEPHYRHILLS,14703,gift_card,$517,51.713,568.843,1203,Tennis Shoes
Turner Underwood,1,United States,LAFAYETTE,14652,shopify_payments,$497,49.713,546.843,6938,Running Shoes
Fredelia Piddlesden,1,United States,GRAND RAPIDS,14632,paypal,$547,54.713,601.843,3450,Cycling Shoes
Fred Brice,1,United States,CHATTANOOGA,14626,shopify_payments,$658,65.833,724.163,1871,Tennis Shoes
Fran Starcks,1,United States,DES MOINES,14605,paypal,$518,51.753,569.283,4871,Running Shoes
Julita Waddell,1,United States,FRESNO,14600,gift_card,$564,56.393,620.323,2626,Walking Shoes
Suzy Kobiera,1,United States,SACRAMENTO,14598,amazon_payments,$537,53.713,590.843,4249,Cycling Shoes
Reg Doutch,1,United States,PASADENA,14557,paypal,$486,48.553,534.083,34,Running Shoes
Ryley McDermott-Row,1,United States,SAN LUIS OBISPO,14554,shopify_payments,$517,51.713,568.843,6004,Climbing Shoes
Davide Balmann,1,United States,LONG BEACH,14551,gift_card,$504,50.413,554.543,1469,Running Shoes
Fenelia Polk,1,United States,PORTLAND,14508,gift_card,$502,50.153,551.683,539,Climbing Shoes
Eldredge Kinahan,1,United States,BROCKTON,14496,shopify_payments,$527,52.713,579.843,4458,Running Shoes
Clerissa Doel,1,United States,TOPEKA,14488,shopify_payments,$497,49.713,546.843,6710,Walking Shoes
